id,name,class,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
136,Miranda,SAT,6.471884e+19,14.431341035633007,-13.735802241746089,-0.23835998798406463,0.0015823038645084902,0.0023503130900675031,-0.0037127379865531992
137,Cordelia,SAT,44960050000000000,14.430192877618079,-13.735584552339693,-0.23812131497594533,0.002999010003816441,0.003458903171386518,0.0061590381879621271
138,Ophelia,SAT,53952060000000000,14.430859239773952,-13.73572016902739,-0.23803699949576967,0.0039676914337019292,0.0015872386490874495,-0.0058029056370361796
139,Bianca,SAT,92917440000000000,14.430904420302152,-13.735740330212083,-0.23811155923721813,0.0027591943462294856,0.0018777384416144448,-0.005686358389077743
140,Cressida,SAT,3.431951e+17,14.430493363639629,-13.735709413059528,-0.23853812353883319,-0.0027771984593842084,0.0038954666018938861,0.00014429265638491725
141,Desdemona,SAT,1.783415e+17,14.430635510760565,-13.735738019443,-0.23852274716181243,-0.002522553683667667,0.0035629861002949119,-0.0017609646876480432
142,Juliet,SAT,5.575047e+17,14.430264277549348,-13.735556072690436,-0.23779617357711361,0.0069514829334718772,0.0022057281653299734,0.0033747905276273597
143,Portia,SAT,1.681506e+18,14.430111075140044,-13.735590922575222,-0.23828862979614021,0.00089860521053396853,0.003758791871099532,0.0049656383189839587
144,Rosalind,SAT,2.547736e+17,14.430406999113849,-13.735571951147486,-0.23768290350004273,0.0076649775615780253,0.0017742938579583803,0.0013853538572881105
145,Belinda,SAT,3.566831e+17,14.430747523535539,-13.735646017400338,-0.23768153883330109,0.0070573775857026471,0.0014070248080689837,-0.0022410891181300352
146,Puck,SAT,2.893929e+18,14.430015295545646,-13.735514121269198,-0.23788913165326195,0.0047474176730426306,0.0027833918923351208,0.004241039488488689
147,Caliban,SAT,2.997337e+17,14.387303879184293,-13.726191668323946,-0.23328208696860167,0.0027872603429842839,0.0030868095437754941,0.00033211001482244084
148,Sycorax,SAT,2.697603e+18,14.516754688405959,-13.690544818705485,-0.27557332506500459,0.0026595138859577803,0.0023758761605211249,-5.3474289645702141e-05
149,Prospero,SAT,98912120000000000,14.48144317901785,-13.849675244072317,-0.20156969333461633,0.0024180909791270172,0.0026755761334231157,8.4996622035413816e-05
150,Setebos,SAT,86922770000000000,14.496496444191918,-13.566558880876622,-0.24039957019246158,0.002819233846307263,0.0026261467458495373,-0.00012279771541802331
151,Stephano,SAT,25477360000000000,14.438832361783049,-13.778848154462167,-0.27294751318258514,0.0022145031727596348,0.0026371325614978529,8.1989163283856451e-06
152,Trinculo,SAT,4645872000000000,14.373888781791729,-13.775613843003669,-0.24291538492451717,0.0024628347317110148,0.0029728838615717379,6.2644980504109971e-05
